_id,endpoint,method,client,responseTimeMs,timestamp,__v,statusCode,level
68a59827abbdb4827945b0df,/,GET,::1,1,2025-08-20T09:40:55.184Z,0,304,info
68a59827abbdb4827945b0e3,/stats,GET,::1,18,2025-08-20T09:40:55.471Z,0,200,info
68a59836abbdb4827945b0e7,/stats,GET,::1,13,2025-08-20T09:41:10.293Z,0,200,info
68a59845abbdb4827945b0eb,/stats,GET,::1,23,2025-08-20T09:41:25.307Z,0,200,info
68a59854abbdb4827945b0ef,/stats,GET,::1,14,2025-08-20T09:41:40.579Z,0,200,info
68a59856abbdb4827945b0f3,/stats,GET,::1,11,2025-08-20T09:41:42.576Z,0,200,info
68a59863abbdb4827945b0f7,/stats,GET,::1,11,2025-08-20T09:41:55.582Z,0,200,info
68a59872abbdb4827945b0fb,/stats,GET,::1,17,2025-08-20T09:42:10.584Z,0,200,info
68a59881abbdb4827945b0ff,/stats,GET,::1,11,2025-08-20T09:42:25.576Z,0,200,info
68a59890abbdb4827945b103,/stats,GET,::1,8,2025-08-20T09:42:40.570Z,0,200,info
68a59892abbdb4827945b107,/stats,GET,::1,7,2025-08-20T09:42:42.572Z,0,200,info
68a598cdabbdb4827945b10b,/stats,GET,::1,14,2025-08-20T09:43:41.576Z,0,200,info
68a598ceabbdb4827945b10f,/stats,GET,::1,7,2025-08-20T09:43:42.573Z,0,200,info
68a5990aabbdb4827945b113,/stats,GET,::1,11,2025-08-20T09:44:42.584Z,0,200,info
68a5990aabbdb4827945b117,/stats,GET,::1,6,2025-08-20T09:44:42.596Z,0,200,info
68a59946abbdb4827945b11b,/stats,GET,::1,10,2025-08-20T09:45:42.578Z,0,200,info
68a59946abbdb4827945b11f,/stats,GET,::1,11,2025-08-20T09:45:42.592Z,0,200,info
68a59982abbdb4827945b123,/stats,GET,::1,11,2025-08-20T09:46:42.577Z,0,200,info
68a59982abbdb4827945b127,/stats,GET,::1,7,2025-08-20T09:46:42.588Z,0,200,info
68a599beabbdb4827945b12b,/stats,GET,::1,5,2025-08-20T09:47:42.578Z,0,200,info
68a599beabbdb4827945b12f,/stats,GET,::1,104,2025-08-20T09:47:42.684Z,0,200,info
68a599faabbdb4827945b133,/stats,GET,::1,5,2025-08-20T09:48:42.578Z,0,200,info
68a599faabbdb4827945b137,/stats,GET,::1,8,2025-08-20T09:48:42.588Z,0,200,info
68a59a36abbdb4827945b13b,/stats,GET,::1,5,2025-08-20T09:49:42.578Z,0,200,info
68a59a36abbdb4827945b13f,/stats,GET,::1,6,2025-08-20T09:49:42.586Z,0,200,info
68a59a72abbdb4827945b143,/stats,GET,::1,7,2025-08-20T09:50:42.576Z,0,200,info
68a59a72abbdb4827945b147,/stats,GET,::1,6,2025-08-20T09:50:42.585Z,0,200,info
68a59aaeabbdb4827945b14b,/stats,GET,::1,22,2025-08-20T09:51:42.597Z,0,200,info
68a59aaeabbdb4827945b14f,/stats,GET,::1,11,2025-08-20T09:51:42.613Z,0,200,info
68a59aeaabbdb4827945b153,/stats,GET,::1,27,2025-08-20T09:52:42.605Z,0,200,info
68a59aeaabbdb4827945b157,/stats,GET,::1,22,2025-08-20T09:52:42.634Z,0,200,info
68a59b26abbdb4827945b15b,/stats,GET,::1,23,2025-08-20T09:53:42.601Z,0,200,info
68a59b26abbdb4827945b15f,/stats,GET,::1,19,2025-08-20T09:53:42.627Z,0,200,info
68a59b62abbdb4827945b163,/stats,GET,::1,22,2025-08-20T09:54:42.608Z,0,200,info
68a59b62abbdb4827945b167,/stats,GET,::1,10,2025-08-20T09:54:42.623Z,0,200,info
68a59b9eabbdb4827945b16b,/stats,GET,::1,10,2025-08-20T09:55:42.581Z,0,200,info
68a59b9eabbdb4827945b16f,/stats,GET,::1,9,2025-08-20T09:55:42.592Z,0,200,info
68a59bdaabbdb4827945b173,/stats,GET,::1,22,2025-08-20T09:56:42.588Z,0,200,info
68a59bdaabbdb4827945b177,/stats,GET,::1,20,2025-08-20T09:56:42.617Z,0,200,info
68a59c16abbdb4827945b17b,/stats,GET,::1,6,2025-08-20T09:57:42.569Z,0,200,info
68a59c16abbdb4827945b17f,/stats,GET,::1,10,2025-08-20T09:57:42.583Z,0,200,info
68a59c52abbdb4827945b183,/stats,GET,::1,29,2025-08-20T09:58:42.601Z,0,200,info
68a59c52abbdb4827945b187,/stats,GET,::1,15,2025-08-20T09:58:42.624Z,0,200,info
68a59c8eabbdb4827945b18b,/stats,GET,::1,8,2025-08-20T09:59:42.583Z,0,200,info
68a59c8eabbdb4827945b18f,/stats,GET,::1,8,2025-08-20T09:59:42.594Z,0,200,info
68a59ccaabbdb4827945b193,/stats,GET,::1,12,2025-08-20T10:00:42.579Z,0,200,info
68a59ccaabbdb4827945b197,/stats,GET,::1,9,2025-08-20T10:00:42.591Z,0,200,info
68a59d06abbdb4827945b19b,/stats,GET,::1,13,2025-08-20T10:01:42.586Z,0,200,info
68a59d06abbdb4827945b19f,/stats,GET,::1,8,2025-08-20T10:01:42.597Z,0,200,info
68a59d27abbdb4827945b1a3,/stats,GET,::1,15,2025-08-20T10:02:15.970Z,0,200,info
68a59d31abbdb4827945b1a7,/stats,GET,::1,25,2025-08-20T10:02:25.596Z,0,200,info
68a59d40abbdb4827945b1ab,/stats,GET,::1,6,2025-08-20T10:02:40.294Z,0,200,info
68a59d42abbdb4827945b1af,/stats,GET,::1,14,2025-08-20T10:02:42.587Z,0,200,info
68a59d4fabbdb4827945b1b3,/stats,GET,::1,16,2025-08-20T10:02:55.299Z,0,200,info
68a59d5eabbdb4827945b1b7,/stats,GET,::1,7,2025-08-20T10:03:10.573Z,0,200,info
68a59d6dabbdb4827945b1bb,/stats,GET,::1,24,2025-08-20T10:03:25.318Z,0,200,info
68a59d7cabbdb4827945b1bf,/stats,GET,::1,16,2025-08-20T10:03:40.303Z,0,200,info
